piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE PREMIÈRE	1	11	HIPPOLYTE	HIPPOLYTE	<l id="65" part="f">Ami, qu'oses-tu dire ? </l><l id="66">Toi qui connais mon coeur depuis que je respire,</l><l id="67">Des sentiments d'un coeur si fier, si dédaigneux,</l><l id="68">Peux-tu me demander le désaveu honteux ?</l><l id="69">C'est peu qu'avec son lait une mère amazone</l><l id="70">M'ait fait sucer encor cet orgueil qui t'étonne. </l><l id="71">Dans un âge plus mûr moi-même parvenu,</l><l id="72">Je me suis applaudi, quand je me suis connu.</l><l id="73">Attaché près de moi par un zèle sincère,</l><l id="74">Tu me contais alors l'histoire de mon père.</l><l id="75">Tu sais combien mon âme attentive à ta voix, </l><l id="76">S'échauffait au récit de ses nobles exploits ;</l><l id="77">Quand tu me dépeignais ce héros intrépide</l><l id="78">Consolant les mortels de l'absence d'Alcide,</l><l id="79">Les monstres étouffés, et les brigands punis,</l><l id="80">Procuste, Cercyon, et Sciron, et Sinnis, </l><l id="81">Et les os dispersés du géant d'Épidaure,</l><l id="82">Et la Crète fumant du sang du Minotaure.</l><l id="83">Mais quand tu récitais des faits moins glorieux,</l><l id="84">Sa foi partout offerte, et reçue en cent lieux,</l><l id="85">Hélène à ses parents dans Sparte dérobée, </l><l id="86">Salamine témoin des pleurs de Péribée,</l><l id="87">Tant d'autres, dont les noms lui sont même échappés,</l><l id="88">Trop crédules esprits que sa flamme a trompés ;</l><l id="89">Ariane aux rochers contant ses injustices,</l><l id="90">Phèdre enlevée enfin sous de meilleurs auspices ; </l><l id="91">Tu sais comme à regret écoutant ce discours,</l><l id="92">Je te pressais souvent d'en abréger le cours.</l><l id="93">Heureux ! si j'avais pu ravir à la mémoire</l><l id="94">Cette indigne moitié d'une si belle histoire.</l><l id="95">Et moi-même à mon tour je me verrais lié ? </l><l id="96">Et les dieux jusque-là m'auraient humilié ?</l><l id="97">Dans mes lâches soupirs d'autant plus méprisable,</l><l id="98">Qu'un long amas d'honneurs rend Thésée excusable,</l><l id="99">Qu'aucuns monstres par moi domptés jusqu'aujourd'hui,</l><l id="100">Ne m'ont acquis le droit de faillir comme lui. </l><l id="101">Quand même ma fierté pourrait s'être adoucie,</l><l id="102">Aurais-je pour vainqueur dû choisir Aricie ?</l><l id="103">Ne souviendrait-il plus à mes sens égarés</l><l id="104">De l'obstacle éternel qui nous a séparés ?</l><l id="105">Mon père la réprouve, et par des lois sévères</l><l id="106">Il défend de donner des neveux à ses frères ;</l><l id="107">D'une tige coupable il craint un rejeton.</l><l id="108">Il veut avec leur soeur ensevelir leur nom,</l><l id="109">Et que jusqu'au tombeau soumise à sa tutelle,</l><l id="110">Jamais les feux d'hymen ne s'allument pour elle. </l><l id="111">Dois-je épouser ses droits contre un père irrité ?</l><l id="112">Donnerai-je l'exemple à la témérité ?</l><l id="113">Et dans un fol amour ma jeunesse embarquée...</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE PREMIÈRE	1	12	THÉRAMÈNE	THÉRAMÈNE	<l id="114">Ah, Seigneur ! si votre heure est une fois marquée,</l><l id="115">Le ciel de nos raisons ne sait point s'informer. </l><l id="116">Thésée ouvre vos yeux en voulant les fermer,</l><l id="117">Et sa haine irritant une flamme rebelle,</l><l id="118">Prête à son ennemie une grâce nouvelle.</l><l id="119">Enfin d'un chaste amour pourquoi vous effrayer ?</l><l id="120">S'il a quelque douceur, n'osez-vous l'essayer ? </l><l id="121">En croirez-vous toujours un farouche scrupule ?</l><l id="122">Craint-on de s'égarer sur les traces d'Hercule ?</l><l id="123">Quels courages Vénus n'a-t-elle pas domptés !</l><l id="124">Vous-même où seriez-vous, vous qui la combattez,</l><l id="125">Si toujours Antiope à ses lois opposée, </l><l id="126">D'une pudique ardeur n'eût brûlé pour Thésée ?</l><l id="127">Mais que sert d'affecter un superbe discours ?</l><l id="128">Avouez-le, tout change. Et depuis quelques jours</l><l id="129">On vous voit moins souvent, orgueilleux, et sauvage,</l><l id="130">Tantôt faire voler un char sur le rivage, </l><l id="131">Tantôt savant dans l'art par Neptune inventé,</l><l id="132">Rendre docile au frein un coursier indompté.</l><l id="133">Les forêts de nos cris moins souvent retentissent.</l><l id="134">Chargés d'un feu secret vos yeux s'appesantissent.</l><l id="135">Il n'en faut point douter, vous aimez, vous brûlez. </l><l id="136">Vous périssez d'un mal que vous dissimulez.</l><l id="137">La charmante Aricie a-t-elle su vous plaire ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE PREMIÈRE	1	13	HIPPOLYTE	HIPPOLYTE	<l id="138">Théramène, je pars, et vais chercher mon père.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE PREMIÈRE	1	14	THÉRAMÈNE	THÉRAMÈNE	<l id="139">Ne verrez-vous point Phèdre avant que de partir,</l><l id="140" part="i">Seigneur ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE PREMIÈRE	1	15	HIPPOLYTE	HIPPOLYTE	<l id="140" part="f">C'est mon dessein, tu peux l'en avertir. </l><l id="141">Voyons-la, puisque ainsi mon devoir me l'ordonne.</l><l id="142">Mais quel nouveau malheur trouble sa chère Oenone ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE II	2	16	OENONE	OENONE	<l id="143">Hélas, Seigneur ! quel trouble au mien peut-être égal ?</l><l id="144">La reine touche presque à son terme fatal.</l><l id="145">En vain à l'observer jour et nuit je m'attache. </l><l id="146">Elle meurt dans mes bras d'un mal qu'elle me cache.</l><l id="147">Un désordre éternel règne dans son esprit.</l><l id="148">Son chagrin inquiet l'arrache de son lit.</l><l id="149">Elle veut voir le jour ; et sa douleur profonde</l><l id="150">M'ordonne toutefois d'écarter tout le monde... </l><l id="151" part="i">Elle vient.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE II	2	17	HIPPOLYTE	HIPPOLYTE	<l id="151" part="f">Il suffit, je la laisse en ces lieux,</l><l id="152">Et ne lui montre point un visage odieux.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	18	PHÈDRE	PHÈDRE	<l id="153">N'allons point plus avant. Demeurons, chère Oenone.</l><l id="154">Je ne me soutiens plus, ma force m'abandonne.</l><l id="155">Mes yeux sont éblouis du jour que je revois, </l><l id="156">Et mes genoux tremblants se dérobent sous moi.</l><l id="157" part="i">Hélas !</l><stage type="action/sit">Elle s'assied.</didascalie>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	19	OENONE	OENONE	<l id="157" part="f">Dieux tout-puissants ! Que nos pleurs vous apaisent.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	20	PHÈDRE	PHÈDRE	<l id="158">Que ces vains ornements, que ces voiles me pèsent !</l><l id="159">Quelle importune main, en formant tous ces noeuds,</l><l id="160">A pris soin sur mon front d'assembler mes cheveux ? </l><l id="161">Tout m'afflige et me nuit, et conspire à me nuire.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	21	OENONE	OENONE	<l id="162">Comme on voit tous ses voeux l'un l'autre se détruire !</l><l id="163">Vous-même condamnant vos injustes desseins,</l><l id="164">Tantôt à vous parer vous excitiez nos mains.</l><l id="165">Vous-même rappelant votre force première, </l><l id="166">Vous vouliez vous montrer et revoir la lumière ;</l><l id="167">Vous la voyez, Madame, et prête à vous cacher,</l><l id="168">Vous haïssez le jour que vous veniez chercher ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	22	PHÈDRE	PHÈDRE	<l id="169">Noble et brillant auteur d'une triste famille,</l><l id="170">Toi, dont ma mère osait se vanter d'être fille, </l><l id="171">Qui peut-être rougis du trouble où tu me vois,</l><l id="172">Soleil, je te viens voir pour la dernière fois.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	23	OENONE	OENONE	<l id="173">Quoi ! vous ne perdrez point cette cruelle envie ?</l><l id="174">Vous verrai-je toujours, renonçant à la vie,</l><l id="175">Faire de votre mort les funestes apprêts ? </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	24	PHÈDRE	PHÈDRE	<l id="176">Dieux ! Que ne suis-je assise à l'ombre des forêts !</l><l id="177">Quand pourrai-je au travers d'une noble poussière</l><l id="178">Suivre de l'oeil un char fuyant dans la carrière ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	25	OENONE	OENONE	<l id="179" part="i">Quoi, Madame !</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	26	PHÈDRE	PHÈDRE	<l id="179" part="f">Insensée, où suis-je ? et qu'ai-je dit ?</l><l id="180">Où laissé-je égarer mes voeux, et mon esprit ? </l><l id="181">Je l'ai perdu. Les dieux m'en ont ravi l'usage.</l><l id="182">Oenone, la rougeur me couvre le visage,</l><l id="183">Je te laisse trop voir mes honteuses douleurs,</l><l id="184">Et mes yeux malgré moi se remplissent de pleurs.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	27	OENONE	OENONE	<l id="185">Ah ! s'il vous faut rougir, rougissez d'un silence, </l><l id="186">Qui de vos maux encore aigrit la violence.</l><l id="187">Rebelle à tous nos soins, sourde à tous nos discours,</l><l id="188">Voulez-vous sans pitié laisser finir vos jours ?</l><l id="189">Quelle fureur les borne au milieu de leur course ?</l><l id="190">Quel charme ou quel poison en a tari la source ? </l><l id="191">Les ombres par trois fois ont obscurci les cieux,</l><l id="192">Depuis que le sommeil n'est entré dans vos yeux ;</l><l id="193">Et le jour a trois fois chassé la nuit obscure,</l><l id="194">Depuis que votre corps languit sans nourriture.</l><l id="195">À quel affreux dessein vous laissez-vous tenter ? </l><l id="196">De quel droit sur vous-même osez-vous attenter ?</l><l id="197">Vous offensez les dieux auteurs de votre vie.</l><l id="198">Vous trahissez l'époux à qui la foi vous lie,</l><l id="199">Vous trahissez enfin vos enfants malheureux,</l><l id="200">Que vous précipitez sous un joug rigoureux. </l><l id="201">Songez qu'un même jour leur ravira leur mère,</l><l id="202">Et rendra l'espérance au fils de l'étrangère,</l><l id="203">À ce fier ennemi de vous, de votre sang,</l><l id="204">Ce fils qu'une Amazone a porté dans son flanc,</l><l id="205" part="i">Cet Hippolyte...</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	28	PHÈDRE	PHÈDRE	<l id="205" part="m">Ah dieux !</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	29	OENONE	OENONE	<l id="205" part="f">Ce reproche vous touche. </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	30	PHÈDRE	PHÈDRE	<l id="206">Malheureuse, quel nom est sorti de ta bouche ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	31	OENONE	OENONE	<l id="207">Hé bien, votre colère éclate avec raison.</l><l id="208">J'aime à vous voir frémir à ce funeste nom.</l><l id="209">Vivez donc. Que l'amour, le devoir vous excite.</l><l id="210">Vivez, ne souffrez pas que le fils d'une Scythe, </l><l id="211">Accablant vos enfants d'un empire odieux,</l><l id="212">Commande au plus beau sang de la Grèce, et des dieux.</l><l id="213">Mais ne différez point, chaque moment vous tue.</l><l id="214">Réparez promptement votre force abattue,</l><l id="215">Tandis que de vos jours prêts à se consumer</l><l id="216">Le flambeau dure encore, et peut se rallumer.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	32	PHÈDRE	PHÈDRE	<l id="217">J'en ai trop prolongé la coupable durée.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	33	OENONE	OENONE	<l id="218">Quoi ! de quelques remords êtes-vous déchirée ?</l><l id="219">Quel crime a pu produire un trouble si pressant ?</l><l id="220">Vos mains n'ont point trempé dans le sang innocent ? </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	34	PHÈDRE	PHÈDRE	<l id="221">Grâces au ciel, mes mains ne sont point criminelles.</l><l id="222">Plût aux dieux que mon coeur fût innocent comme elles !</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	35	OENONE	OENONE	<l id="223">Et quel affreux projet avez-vous enfanté,</l><l id="224">Dont votre coeur encor doive être épouvanté ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	36	PHÈDRE	PHÈDRE	<l id="225">Je t'en ai dit assez. Épargne moi le reste. </l><l id="226">Je meurs, pour ne point faire un aveu si funeste.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	37	OENONE	OENONE	<l id="227">Mourez donc, et gardez un silence inhumain.</l><l id="228">Mais pour fermer vos yeux cherchez une autre main.</l><l id="229">Quoiqu'il vous reste à peine une faible lumière,</l><l id="230">Mon âme chez les morts descendra la première. </l><l id="231">Mille chemins ouverts y conduisent toujours,</l><l id="232">Et ma juste douleur choisira les plus courts.</l><l id="233">Cruelle, quand ma foi vous a-t-elle déçue ?</l><l id="234">Songez-vous qu'en naissant mes bras vous ont reçue ?</l><l id="235">Mon pays, mes enfants, pour vous j'ai tout quitté. </l><l id="236">Réserviez-vous ce prix à ma fidélité ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	38	PHÈDRE	PHÈDRE	<l id="237">Quel fruit espères-tu de tant de violence ?</l><l id="238">Tu frémiras d'horreur si je romps le silence.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	39	OENONE	OENONE	<l id="239">Et que me direz-vous, qui ne cède, grands dieux !</l><l id="240">À l'horreur de vous voir expirer à mes yeux ? </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	40	PHÈDRE	PHÈDRE	<l id="241">Quand tu sauras mon crime, et le sort qui m'accable,</l><l id="242">Je n'en mourrai pas moins, j'en mourrai plus coupable.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	41	OENONE	OENONE	<l id="243">Madame, au nom des pleurs que pour vous j'ai versés,</l><l id="244">Par vos faibles genoux que je tiens embrassés,</l><l id="245">Délivrez mon esprit de ce funeste doute. </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	42	PHÈDRE	PHÈDRE	<l id="246" part="i">Tu le veux. Lève-toi.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	43	OENONE	OENONE	<l id="246" part="f">Parlez. Je vous écoute.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	44	PHÈDRE	PHÈDRE	<l id="247">Ciel ! que lui vais-je dire ? Et par où commencer ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	45	OENONE	OENONE	<l id="248">Par de vaines frayeurs cessez de m'offenser.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	46	PHÈDRE	PHÈDRE	<l id="249">Ô haine de Vénus ! Ô fatale colère !</l><l id="250">Dans quels égarements l'amour jeta ma mère ! </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	47	OENONE	OENONE	<l id="251">Oublions-les, Madame. Et qu'à tout l'avenir</l><l id="252">Un silence éternel cache ce souvenir.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	48	PHÈDRE	PHÈDRE	<l id="253">Ariane, ma soeur ! De quel amour blessée,</l><l id="254">Vous mourûtes aux bords où vous fûtes laissée ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	49	OENONE	OENONE	<l id="255">Que faites-vous, Madame ? Et quel mortel ennui, </l><l id="256">Contre tout votre sang vous anime aujourd'hui ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	50	PHÈDRE	PHÈDRE	<l id="257">Puisque Vénus le veut, de ce sang déplorable</l><l id="258">Je péris la dernière, et la plus misérable.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	51	OENONE	OENONE	<l id="259" part="i">Aimez-vous ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	52	PHÈDRE	PHÈDRE	<l id="259" part="f">De l'amour j'ai toutes les fureurs.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	53	OENONE	OENONE	<l id="260" part="i">Pour qui ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	54	PHÈDRE	PHÈDRE	<l id="260" part="f">Tu vas ouïr le comble des horreurs. </l><l id="261">J'aime... à ce nom fatal je tremble, je frissonne.</l><l id="262" part="i">J'aime...</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	55	OENONE	OENONE	<l id="262" part="m">Qui ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	56	PHÈDRE	PHÈDRE	<l id="262" part="f">Tu connais ce fils de l'Amazone,</l><l id="263">Ce prince si longtemps par moi-même opprimé.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	57	OENONE	OENONE	<l id="264" part="i">Hippolyte ! Grands dieux !</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	58	PHÈDRE	PHÈDRE	<l id="264" part="f">C'est toi qui l'as nommé.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	59	OENONE	OENONE	<l id="265">Juste ciel ! tout mon sang dans mes veines se glace. </l><l id="266">Ô désespoir ! Ô crime ! Ô déplorable race !</l><l id="267">Voyage infortuné ! Rivage malheureux !</l><l id="268">Fallait-il approcher de tes bords dangereux ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE III	3	60	PHÈDRE	PHÈDRE	<l id="269">Mon mal vient de plus loin. À peine au fils d'Égée,</l><l id="270">Sous les lois de l'hymen je m'étais engagée, </l><l id="271">Mon repos, mon bonheur semblait être affermi,</l><l id="272">Athènes me montra mon superbe ennemi.</l><l id="273">Je le vis, je rougis, je pâlis à sa vue.</l><l id="274">Un trouble s'éleva dans mon âme éperdue.</l><l id="275">Mes yeux ne voyaient plus, je ne pouvais parler, </l><l id="276">Je sentis tout mon corps et transir, et brûler.</l><l id="277">Je reconnus Vénus, et ses feux redoutables,</l><l id="278">D'un sang qu'elle poursuit tourments inévitables.</l><l id="279">Par des voeux assidus je crus les détourner,</l><l id="280">Je lui bâtis un temple, et pris soin de l'orner. </l><l id="281">De victimes moi-même à toute heure entourée,</l><l id="282">Je cherchais dans leurs flancs ma raison égarée.</l><l id="283">D'un incurable amour remèdes impuissants !</l><l id="284">En vain sur les autels ma main brûlait l'encens.</l><l id="285">Quand ma bouche implorait le nom de la déesse, </l><l id="286">J'adorais Hippolyte, et le voyant sans cesse,</l><l id="287">Même au pied des autels que je faisais fumer,</l><l id="288">J'offrais tout à ce dieu, que je n'osais nommer.</l><l id="289">Je l'évitais partout. Ô comble de misère !</l><l id="290">Mes yeux le retrouvaient dans les traits de son père. </l><l id="291">Contre moi-même enfin j'osai me révolter.</l><l id="292">J'excitai mon courage à le persécuter.</l><l id="293">Pour bannir l'ennemi dont j'étais idolâtre,</l><l id="294">J'affectai les chagrins d'une injuste marâtre,</l><l id="295">Je pressai son exil, et mes cris éternels</l><l id="296">L'arrachèrent du sein, et des bras paternels.</l><l id="297">Je respirais, Oenone ; et depuis son absence,</l><l id="298">Mes jours moins agités coulaient dans l'innocence.</l><l id="299">Soumise à mon époux, et cachant mes ennuis,</l><l id="300">De son fatal hymen je cultivais les fruits. </l><l id="301">Vaines précautions ! Cruelle destinée !</l><l id="302">Par mon époux lui-même à Trézène amenée</l><l id="303">J'ai revu l'ennemi que j'avais éloigné.</l><l id="304">Ma blessure trop vive aussitôt a saigné.</l><l id="305">Ce n'est plus une ardeur dans mes veines cachée : </l><l id="306">C'est Vénus tout entière à sa proie attachée.</l><l id="307">J'ai conçu pour mon crime une juste terreur.</l><l id="308">J'ai pris la vie en haine, et ma flamme en horreur.</l><l id="309">Je voulais en mourant prendre soin de ma gloire,</l><l id="310">Et dérober au jour une flamme si noire. </l><l id="311">Je n'ai pu soutenir tes larmes, tes combats.</l><l id="312">Je t'ai tout avoué, je ne m'en repens pas,</l><l id="313">Pourvu que de ma mort respectant les approches</l><l id="314">Tu ne m'affliges plus par d'injustes reproches,</l><l id="315">Et que tes vains secours cessent de rappeler</l><l id="316">Un reste de chaleur, tout prêt à s'exhaler.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	61	PANOPE	PANOPE	<l id="317">Je voudrais vous cacher une triste nouvelle,</l><l id="318">Madame. Mais il faut que je vous la révèle.</l><l id="319">La mort vous a ravi votre invincible époux,</l><l id="320">Et ce malheur n'est plus ignoré que de vous. </l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	62	OENONE	OENONE	<l id="321" part="i">Panope, que dis-tu ?</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	63	PANOPE	PANOPE	<l id="321" part="f">Que la reine abusée</l><l id="322">En vain demande au ciel le retour de Thésée,</l><l id="323">Et que par des vaisseaux arrivés dans le port</l><l id="324">Hippolyte son fils vient d'apprendre sa mort.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	64	PHÈDRE	PHÈDRE	<l id="325" part="i">Ciel !</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	65	PANOPE	PANOPE	<l id="325" part="f">Pour le choix d'un maître Athènes se partage. </l><l id="326">Au prince votre fils l'un donne son suffrage,</l><l id="327">Madame, et de l'État l'autre oubliant les lois</l><l id="328">Au fils de l'étrangère ose donner sa voix.</l><l id="329">On dit même qu'au trône une brigue insolente</l><l id="330">Veut placer Aricie, et le sang de Pallante. </l><l id="331">J'ai cru de ce péril vous devoir avertir.</l><l id="332">Déjà même Hippolyte est tout prêt à partir,</l><l id="333">Et l'on craint, s'il paraît dans ce nouvel orage,</l><l id="334">Qu'il n'entraîne après lui tout un peuple volage.</l>	
PHÈDRE, TRAGÉDIE	ACTE I	1	SCÈNE IV	4	66	OENONE	OENONE	<l id="335">Panope, c'est assez. La reine qui t'entend, </l><l id="336">Ne négligera point cet avis important.</l>	
