piece	acte	scene	replique	id	nom	texte	didascalie
L'EUNUQUE, COMÉDIE.	I	I	11	PARMENON	PARMENON	  <l id='58'>Appelez-vous ainsi des faveurs incertaines ? </l><l id='59'>Et, si près de l'affront qui vous vient d'arriver, </l><l id='60'>Faites-vous cas d'un bien qu'on ne peut conserver ? </l>	
L'EUNUQUE, COMÉDIE.	I	I	12	PHÉDRIE	PHÉDRIE	<l id='61'>Si Thaïs dans sa flamme eût eu de la constance, </l><l id='62'>J'eusse estimé ce bien plus encor qu'on ne pense, </l><l id='63'>Et, bornant mes désirs dans sa possession, </l><note type="L">Hymen : mariage.</note><l id='64'>J'aurais jusqu'à l'hymen porté ma passion. </l>	
L'EUNUQUE, COMÉDIE.	I	I	13	PARMENON	PARMENON	  <l id='65'>Vous, épouser Thaïs ! Une femme inconnue, </l><l id='66'>Sans amis, sans parents, de tous biens dépourvue, </l><l id='67'>Veuve ; et contre le gré de ceux de qui la voix </l><l id='68'>Dans cette occasion doit régler votre choix ! </l><l id='69'>Ce discours, sans mentir, me surprend et m'étonne. </l><l id='70'>Je n'ai pas entrepris de blâmer sa personne : </l><l id='71'>Elle est sage ; et l'accueil qu'en ont tous ses amants </l><l id='72'>N'aboutit, je le crois, qu'à de vains compliments. </l><l id='73' part='i'>Mais... </l>	
L'EUNUQUE, COMÉDIE.	I	I	14	PHÉDRIE	PHÉDRIE	<l id='73' part='f'>Il suffit, le reste est de peu d'importance. </l><l id='74'>Thaïs, quoique étrangère, est de noble naissance. </l><l id='75'>Qu'importe qu'un époux ait régné sur son coeur ? </l><l id='76'>Sa beauté, toujours même, est encore en sa fleur. </l><l id='77'>Quant aux biens, ce souci n'entre point dans mon âme ; </l><l id='78'>Et je ne prétends pas me vendre à quelque femme </l><l id='79'>Qui, m'ayant acheté pour me donner la loi, </l><l id='80'>Se croirait en pouvoir de disposer de moi. </l><l id='81'>En l'état où les dieux ont mis notre famille, </l><l id='82'>Je dois estimer l'or bien moins qu'un oeil qui brille. </l><l id='83'>Aussi le seul devoir a contraint mon désir, </l><l id='84'>Sans que je laisse aux miens le pouvoir de choisir. </l><l id='85'>Sans doute à l'épouser j'eusse engagé mon âme : </l><l id='86'>Ne cachons point ici la moitié de sa flamme ; </l><l id='87'>C'est à tort que des miens j'allègue le pouvoir, </l><l id='88'>Et je cède au dépit bien plus qu'à mon devoir. </l>	
L'EUNUQUE, COMÉDIE.	I	I	15	PARMENON	PARMENON	  <l id='89'>Vous cédez à l'amour plus qu'à votre colère ; </l><l id='90'>Ce courroux implacable en soupirs dégénère ; </l><l id='91'>Vous faisiez tantôt peur, et vous faites pitié. </l><l id='92'>Votre coeur, sans mentir, est de bonne amitié ; </l><l id='93'>Ce qu'il a su chérir, rarement il l'abhorre : </l><note type="L">Fers : liens entravant un prisonnier ; ici les liens de l'amour et du mariage.  </note><l id='94'>Il adorait ses fers, il les respecte encore. </l><l id='95'>Ces fers à leur captif n'ont rien qu'à se montrer : </l><l id='96'>Qui n'en sort qu'à regret est tout près d'y rentrer. </l>	
L'EUNUQUE, COMÉDIE.	I	I	16	PHÉDRIE	PHÉDRIE	<l id='97'>Tais-toi, j'entends du bruit, quelqu'un sort de chez elle. </l>	
L'EUNUQUE, COMÉDIE.	I	I	17	PARMENON	PARMENON	  <l id='98' part='i'>Que vous faites bon guet ! </l>	
L'EUNUQUE, COMÉDIE.	I	I	18	PHÉDRIE	PHÉDRIE	<l id='98' part='f'>Si c'était ma cruelle ? </l>	
L'EUNUQUE, COMÉDIE.	I	I	19	PARMENON	PARMENON	  <l id='99' part='i'>Déjà vôtre, bons dieux ! </l>	
L'EUNUQUE, COMÉDIE.	I	I	20	PHÉDRIE	PHÉDRIE	<l id='99' part='m'>Ah ! </l>	
L'EUNUQUE, COMÉDIE.	I	I	21	PARMENON	PARMENON	  <l id='99' part='f'>Retenez vos pleurs. </l>	
L'EUNUQUE, COMÉDIE.	I	I	22	PHÉDRIE	PHÉDRIE	<l id='100'>Je sais qu'elle est perfide ; et je l'aime, et je meurs, </l><l id='101'>Et je me sens mourir, et n'y vois nul remède, </l><l id='102'>Et craindrais d'en trouver, tant l'amour me possède. </l>	
L'EUNUQUE, COMÉDIE.	I	I	23	PARMENON	PARMENON	  <l id='103'>L'aveu me semble franc, libre, net, ingénu. </l>	
L'EUNUQUE, COMÉDIE.	I	I	24	PHÉDRIE	PHÉDRIE	<l id='104'>Tu vois en peu de mots mes sentiments à nu. </l>	
L'EUNUQUE, COMÉDIE.	I	I	25	PARMENON	PARMENON	  <l id='105'>Si je les voyais seul, encor seriez-vous sage ; </l><l id='106'>Mais cette femme en voit autant ou davantage, </l><l id='107'>Et connaît votre mal ; non pas pour vous guérir. </l>	
L'EUNUQUE, COMÉDIE.	I	I	26	PHÉDRIE	PHÉDRIE	<l id='108'>Je ne vois rien d'aisé comme d'en discourir ; </l><l id='109'>Mais, si tu ressentais une semblable peine, </l><l id='110'>Peut-être verrais-tu ta prudence être vaine. </l>	
L'EUNUQUE, COMÉDIE.	I	I	27	PARMENON	PARMENON	  <l id='111'>Au moins, s'il faut souffrir, endurez doucement ; </l><l id='112'>L'amour est de soi-même assez plein de tourment, </l><l id='113'>Sans que l'impatience augmente encor le vôtre. </l><l id='114'>Au chagrin de ce mal n'en ajoutez point d'autre : </l><l id='115'>Aimez toujours Thaïs, et vous aimez aussi. </l>	
L'EUNUQUE, COMÉDIE.	I	I	28	PHÉDRIE	PHÉDRIE	<l id='116' part='i'>Le conseil en est bon, mais... </l>	
L'EUNUQUE, COMÉDIE.	I	I	29	PARMENON	PARMENON	  <l id='116' part='m'>Quoi mais ? </l>	
L'EUNUQUE, COMÉDIE.	I	I	30	PHÉDRIE	PHÉDRIE	<l id='116' part='f'>La voici. </l>	
L'EUNUQUE, COMÉDIE.	I	I	31	PARMENON	PARMENON	  <l id='117'>Sa présence met donc vos projets en fumée ? </l>	
L'EUNUQUE, COMÉDIE.	I	I	32	PHÉDRIE	PHÉDRIE	<l id='118'>Pour ne te point mentir, mon âme en est charmée. </l>	
L'EUNUQUE, COMÉDIE.	I	II	33	THAIS	THAÏS	<l id='119'>Ah, Phédrie ! Hé bons dieux ! Quoi, vous voir en ce lieu </l><l id='120' part='i'>Vraiment vous avez tort : que n'entrez-vous ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	34	PHÉDRIE	PHÉDRIE	<l id='120' part='f'>Adieu. </l>	
L'EUNUQUE, COMÉDIE.	I	II	35	THAIS	THAÏS	<l id='121'>Adieu ! Le mot est bon, et vaut que l'on en rie. </l>	
L'EUNUQUE, COMÉDIE.	I	II	36	PHÉDRIE	PHÉDRIE	<l id='122'>Quoi ? Thaïs, à l'affront joindre la raillerie ! </l><l id='123' part='i'>C'est trop. </l>	
L'EUNUQUE, COMÉDIE.	I	II	37	THAIS	THAÏS	<l id='123' part='f'>De quel affront entendez-vous parler ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	38	PHÉDRIE	PHÉDRIE	<l id='124'>Voyez, qu'il lui sied bien de le dissimuler ! </l>	
L'EUNUQUE, COMÉDIE.	I	II	39	THAIS	THAÏS	<l id='125'>Pour le moins dites-moi d'où vient votre colère ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	40	PHÉDRIE	PHÉDRIE	<l id='126'>Me gardiez-vous, ingrate, un refus pour salaire ? </l><l id='127'>Après tant de bienfaits, après tant de travaux, </l><l id='128'>M'exclure, et recevoir je ne sais quels rivaux ! </l>	
L'EUNUQUE, COMÉDIE.	I	II	41	THAIS	THAÏS	<l id='129'>Je ne pus autrement, et j'étais empêchée. </l>	
L'EUNUQUE, COMÉDIE.	I	II	42	PHÉDRIE	PHÉDRIE	<l id='130'>Encor si, comme moi, vous en étiez touchée, </l><l id='131'>Ou bien si, comme vous, je pouvais m'en moquer ! </l>	
L'EUNUQUE, COMÉDIE.	I	II	43	THAIS	THAÏS	<l id='132'>Vous êtes délicat, et facile à piquer. </l><l id='133'>Écoutez mes raisons d'un esprit plus tranquille : </l><l id='134'>Pour quelque autre dessein l'excuse était utile, </l><l id='135'>Et vous l'approuverez vous-même assurément. </l>	
L'EUNUQUE, COMÉDIE.	I	II	44	PARMENON	PARMENON	  <l id='136'>Elle aura par amour renvoyé notre amant, </l><l id='137'>Et par haine sans doute admis l'autre en sa place. </l>	
L'EUNUQUE, COMÉDIE.	I	II	45	THAIS	THAÏS	<l id='138'>Parmenon pourrait-il me faire assez de grâce </l><l id='139'>Pour n'interrompre point un discours commencé ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	46	PARMENON	PARMENON	  <l id='140'>Oui, mais rien que de vrai ne vous sera passé. </l>	
L'EUNUQUE, COMÉDIE.	I	II	47	THAIS	THAÏS	<l id='141'>Pour vous mieux débrouiller le noeud de cette affaire, </l><l id='142'>Je prendrai de plus haut le récit qu'il faut faire. </l><l id='143'>Quoiqu'on ignore ici le nom de mes parents, </l><l id='144'>Ils ont en divers lieux tenu les premiers rangs : </l><note type="L">Samos, Rhodes : îles Grècques de la Mer Egée, Samos est l'un des Sporades.</note><l id='145'>Samos fut leur patrie, et Rhodes leur demeure. </l>	
L'EUNUQUE, COMÉDIE.	I	II	48	PARMENON	PARMENON	  <l id='146'>Tout cela peut passer, je n'en dis rien pour l'heure : </l><l id='147'>Il faut voir à quel point vous voulez arriver. </l>	
L'EUNUQUE, COMÉDIE.	I	II	49	THAIS	THAÏS	<l id='148'>Là, tandis que leurs soins étaient de m'élever, </l><l id='149'>On leur fit un présent d'une fille inconnue </l><l id='150'>Qui dans Rhodes était pour esclave tenue. </l><l id='151'>Bien qu'elle fût fort jeune, et n'eût lors que quinze ans, </l><l id='152'>Elle nous dit son nom, celui de ses parents, </l><note type="L">Attique : contrée orientale de la Mer Egée dont Athènes est la capitale.</note><l id='153'>Qu'on l'appelait Pamphile, et qu'elle était d'Attique, </l><l id='154'>Que ses parents avaient encore un fils unique, </l><l id='155'>Qu'il se nommait Chromer, que c'était leur espoir. </l><l id='156'>C'est tout ce que l'on put à cet âge en savoir. </l><l id='157'>Chacun jugeait assez qu'elle était de naissance ; </l><l id='158'>Son entretien naïf et rempli d'innocence, </l><l id='159'>Mille charmes divers, sa beauté, sa douceur, </l><l id='160'>Me la firent chérir à l'égal d'une soeur. </l><l id='161'>Dès qu'elle fut chez nous, on eut soin de l'instruire. </l><l id='162'>Pour moi, comme j'étais d'un âge à me conduire, </l><l id='163'>À peine on eut appris qu'on me voulait pourvoir, </l><l id='164'>Qu'un jeune homme d'Attique, étant venu nous voir, </l><l id='165'>Me recherche, m'obtient, m'amène en cette ville, </l><l id='166'>Où, lorsque je croyais notre hymen plus tranquille, </l><l id='167'>Il mourut ; et, laissant tout mon bien engagé, </l><l id='168'>De mille soins fâcheux mon coeur se voit chargé. </l><l id='169'>Ils accrurent le deuil de ce court hyménée ; </l><l id='170'>Et, comme on voit aux maux une suite enchaînée, </l><l id='171'>Le sort, pour m'accabler de cent coups différents, </l><l id='172'>Causa presque aussitôt la mort de mes parents : </l><l id='173'>Un mal contagieux les eut privés de vie, </l><l id='174'>Avant que de ce mal je pusse être avertie. </l><l id='175'>Leur bien, jusques alors assez mal ménagé, </l><l id='176'>D'un oncle que j'avais ne fut point négligé ; </l><l id='177'>Avec nos créanciers il en fait le partage, </l><l id='178'>Et sut de mon absence avoir cet avantage. </l><l id='179'>Je l'appris sans dessein de l'aller contester : </l><l id='180'>L'ordre que dans ces lieux je devais apporter </l><l id='181'>(Bien moins que le regret d'une mort si funeste) </l><l id='182'>Fit qu'en perdant les miens, j'abandonnai le reste. </l><l id='183'>J'en observai le deuil qu'exigeait mon devoir : </l><l id='184'>Tout un an se passa sans qu'aucun pût me voir. </l><l id='185'>Enfin, notre soldat vint m'offrir son service ; </l><l id='186'>Loin de me consoler, ce m'était un supplice. </l><l id='187'>Vous savez qu'on ne peut le souffrir sans ennui ; </l><l id='188'>Je l'ai pourtant souffert, espérant quelque appui. </l>	
L'EUNUQUE, COMÉDIE.	I	II	50	PARMENON	PARMENON	  <l id='189'>Vous tirez de mon maître encor plus d'assistance. </l>	
L'EUNUQUE, COMÉDIE.	I	II	51	THAIS	THAÏS	<l id='190'>Je l'avoue, et voudrais qu'une autre récompense </l><l id='191'>Égalât les bienfaits dont il me sait combler. </l>	
L'EUNUQUE, COMÉDIE.	I	II	52	PARMENON	PARMENON	  <l id='192'>Hélas ! Le pauvre amant commence à se troubler. </l>	
L'EUNUQUE, COMÉDIE.	I	II	53	PHÉDRIE	PHÉDRIE	<l id='193'>Te tairas-tu ? Thaïs, achevez, je vous prie. </l>	
L'EUNUQUE, COMÉDIE.	I	II	54	THAIS	THAÏS	<note typ="L">Carie : ancienne contrée de l'Asie Mineure (Turquie), bordée par le Lydie au nord, à l'est par la Pisidie et la Lycie. Villes principales : Hallicarnasse, Milet.</note><l id='194'>Au bout de quelque temps Thrason fut en Carie ; </l><l id='195'>Et vous savez qu'à peine il était délogé, </l><l id='196'>Qu'on vous vit à m'aimer aussitôt engagé. </l><l id='197'>Vous me vîntes offrir et crédit et fortune : </l><l id='198'>J'en estimai dès lors la faveur peu commune ; </l><l id='199'>Et vous n'ignorez pas combien, depuis ce jour, </l><l id='200'>J'ai témoigné de zèle à gagner votre amour. </l>	
L'EUNUQUE, COMÉDIE.	I	II	55	PHÉDRIE	PHÉDRIE	<l id='201'>Je crois que Parmenon n'a garde de se taire. </l>	
L'EUNUQUE, COMÉDIE.	I	II	56	PARMENON	PARMENON	  <l id='202'>En pourriez-vous douter ? Mais où tend ce mystère ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	57	PHÉDRIE	PHÉDRIE	<l id='203'>Tu le sauras trop tôt pour mon contentement. </l>	
L'EUNUQUE, COMÉDIE.	I	II	58	THAIS	THAÏS	<l id='204'>Écoutez-moi, de grâce, encore un seul moment. </l><l id='205'>Thrason notre soldat, battu par la tempête, </l><l id='206'>Au port des Rhodiens jette l'ancre et s'arrête, </l><l id='207'>Va voir notre famille, y trouve encor le deuil, </l><l id='208'>Mes parents depuis peu renfermés au cercueil, </l><l id='209'>Mon oncle ayant mes biens, cette fille adoptive </l><l id='210'>Prête d'être vendue, et traitée en captive. </l><l id='211'>Il l'achète aussitôt pour me la redonner, </l><l id='212'>Puis fait voile en Carie, et, sans y séjourner, </l><l id='213'>Revient en ce pays, où quelque parasite </l><l id='214'>Lui dit qu'en son absence on me rendait visite ; </l><l id='215'>Que, s'il avait dessein de me donner ma soeur, </l><l id='216'>À présent méritait quelque insigne faveur. </l>	
L'EUNUQUE, COMÉDIE.	I	II	59	PHÉDRIE	PHÉDRIE	<l id='217'>Ne vaudra-t-il pas mieux qu'on lui laisse Pamphile ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	60	THAIS	THAÏS	<l id='218'>Je me résous à suivre un conseil plus utile. </l><l id='219'>Vous savez qu'en ce lieu je n'ai point de parents, </l><l id='220'>Qu'il me peut chaque jour naître cent différends ; </l><l id='221'>Et, bien que vous preniez contre tous ma défense, </l><l id='222'>Souvent un contre tous peut manquer de puissance. </l><l id='223'>Souffrez donc que je cherche un appui loin des miens : </l><l id='224'>Je n'en saurais trouver qu'en la rendant aux siens. </l><l id='225'>Je ne puis l'obtenir sans quelque complaisance : </l><l id='226'>Il faut donc vous priver deux jours de ma présence ; </l><l id='227'>La peine en est légère, et, ce temps achevé, </l><l id='228'>Le reste vous sera tout entier conservé. </l><l id='229'>Gagne cela sur toi, de grâce, je t'en prie. </l><l id='230'>Tu ne me réponds rien, dis-moi, mon cher Phédrie ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	61	PHÉDRIE	PHÉDRIE	<l id='231'>Que pourrais-je répondre, ingrate, à ces propos ? </l><l id='232'>Voyez, voyez Thrason : je vous laisse en repos ; </l><l id='233'>Faites-lui la faveur qu'un autre a méritée ; </l><l id='234'>C'est où tend cette histoire assez bien inventée : </l><l id='235'>« Une fille inconnue est prise en certains lieux ; </l><l id='236'>On nous en fait présent, elle charme nos yeux ; </l><l id='237'>Thrason vient à m'aimer, vous me rendez visite, </l><l id='238'>Il me quitte, il apprend nos feux d'un parasite ; </l><l id='239'>Les miens perdent le jour, mon oncle prend mes biens, </l><l id='240'>Vend la fille à Thrason, je la veux rendre aux siens » ; </l><l id='241'>Et cent autres raisons l'une à l'autre enchaînées ; </l><l id='242'>Puis, enfin, « de me voir privez-vous deux journées ». </l><l id='243'>C'était donc là le but où devait aboutir </l><note type="L">Fable : Fiction d'un entretien de deux ou plusieurs animaux, ou de choses inanimées d'où on tire quelque morale ou plaisanterie. (...) Se dit aussi de la fiction qui sert de sujet aux poèmes épiques et dramatiques, et aux romans. [F]</note><l id='244'>La fable que chez vous vous venez de bâtir ? </l><l id='245'>Sans perdre tant de temps, sans prendre tant de peine, </l><l id='246'>Que ne me disiez-vous : « J'aime le capitaine ; </l><l id='247'>N'opposez point vos feux à cet ardent désir. </l><l id='248'>Vous aurez plus tôt fait d'endurer qu'à loisir </l><l id='249'>Je contente l'ardeur que pour lui j'ai conçue. </l><l id='250'>Dites, si vous voulez, que la vôtre est déçue ; </l><l id='251'>Prenez-en pour témoins les hommes et les dieux : </l><l id='252'>Pourvu qu'incessamment il soit devant mes yeux, </l><l id='253'>Il m'importe fort peu de passer pour parjure. » </l>	
L'EUNUQUE, COMÉDIE.	I	II	62	THAIS	THAÏS	<l id='254'>Je vous aime, et pour vous je souffre cette injure. </l>	
L'EUNUQUE, COMÉDIE.	I	II	63	PHÉDRIE	PHÉDRIE	<l id='255'>Vous m'aimez ! c'est en quoi mon esprit est confus : </l><l id='256'>L'amour peut-il souffrir de semblables refus ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	64	THAIS	THAÏS	<l id='257'>Je ne vous réponds point, de peur de vous déplaire ; </l><l id='258'>Il faut que ma raison cède à votre colère. </l><l id='259'>je ne veux point de temps, non pas même un seul jour, </l><l id='260'>Je renonce à ma soeur plutôt qu'à votre amour. </l>	
L'EUNUQUE, COMÉDIE.	I	II	65	PHÉDRIE	PHÉDRIE	<l id='261'>Plutôt qu'à mon amour ! Ah ! si du fond de l'âme </l><l id='262' part='i'>Ce mot était sorti... </l>	
L'EUNUQUE, COMÉDIE.	I	II	66	THAIS	THAÏS	<l id='262' part='f'>Doutez-vous de ma flamme ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	67	PHÉDRIE	PHÉDRIE	<l id='263'>J'aurai lieu d'en douter si, ce terme fini, </l><l id='264'>Tout autre amant que moi de chez vous n'est banni. </l>	
L'EUNUQUE, COMÉDIE.	I	II	68	THAIS	THAÏS	<l id='265' part='i'>Quel terme ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	69	PHÉDRIE	PHÉDRIE	<l id='265' part='m'>De deux jours. </l>	
L'EUNUQUE, COMÉDIE.	I	II	70	THAIS	THAÏS	<l id='265' part='m'>Ou trois. </l>	
L'EUNUQUE, COMÉDIE.	I	II	71	PHÉDRIE	PHÉDRIE	<l id='265' part='f'>Cet « ou » me tue. </l>	
L'EUNUQUE, COMÉDIE.	I	II	72	THAIS	THAÏS	<l id='266' part='i'>Ôtons-le donc. </l>	
L'EUNUQUE, COMÉDIE.	I	II	73	PARMENON	PARMENON	  <l id='266' part='f'>Enfin sa constance abattue </l><l id='267'>Cède aux charmes d'un mot : je l'avais bien prévu. </l>	
L'EUNUQUE, COMÉDIE.	I	II	74	PHÉDRIE	PHÉDRIE	<l id='268'>À ce que vous savez aujourd'hui j'ai pourvu. </l><note type="L">Eunuque : (...) ce mot vient du grec eunuchus (...). C'était les eunuques qui gardaient les femmes, et qui avaient soin du lit. [F]</note><l id='269'>Votre soeur peut avoir un eunuque auprès d'elle ; </l><l id='270'>J'en viens d'acheter un qui me semble fidèle, </l><l id='271'>Et tantôt Parmenon viendra pour vous l'offrir. </l><l id='272'>Souffrez votre soldat, puisqu'il faut le souffrir ; </l><l id='273'>Mais ne le souffrez point sans beaucoup de contrainte : </l><l id='274'>Donnez-lui seulement l'apparence et la feinte. </l><l id='275'>Pendant vos compliments, songez à votre foi ; </l><l id='276'>De corps auprès de lui, de coeur auprès de moi, </l><l id='277'>Rêvez incessamment, chez vous soyez absente. </l>	
L'EUNUQUE, COMÉDIE.	I	II	75	THAIS	THAÏS	<l id='278'>Vous ne demandez rien que Thaïs n'y consente ; </l><l id='279'>Et ce point ne saurait vous être refusé. </l>	
L'EUNUQUE, COMÉDIE.	I	II	76	PHÉDRIE	PHÉDRIE	<l id='280' part='i'>Adieu. </l>	
L'EUNUQUE, COMÉDIE.	I	II	77	THAIS	THAÏS	<l id='280' part='m'>Comment ! Si tôt ? </l>	
L'EUNUQUE, COMÉDIE.	I	II	78	PARMENON	PARMENON	  <l id='280' part='f'>Que son esprit rusé, </l><l id='281'>Pour attraper notre homme, a d'art et de souplesse ! </l>	
L'EUNUQUE, COMÉDIE.	I	II	79	THAIS	THAÏS	<l id='282'>Vous voyez mon amour en voyant ma faiblesse ; </l><l id='283'>Je ne vous puis quitter que les larmes aux yeux : </l><l id='284'>Soyez toujours, Phédrie, en la garde des dieux. </l>	
L'EUNUQUE, COMÉDIE.	I	III	80	PARMENON	PARMENON	  <l id='285'>Est-il dans l'Univers innocence pareille ? </l><l id='286'>Qui la condamnerait en lui prêtant l'oreille ? </l><l id='287'>Que Thaïs a sujet de se plaindre de moi ! </l><l id='288'>C'est un chef-d'oeuvre exquis de constance et de foi. </l>	
L'EUNUQUE, COMÉDIE.	I	III	81	PHÉDRIE	PHÉDRIE	<l id='289'>N'as-tu pas vu ses yeux laisser tomber des larmes ? </l><l id='290'>Pour guérir mon soupçon qu'ils employaient de charmes ! </l>	
L'EUNUQUE, COMÉDIE.	I	III	82	PARMENON	PARMENON	  <l id='291'>En matière de femme, on ne croit point aux pleurs : </l><l id='292'>Un serpent, je le gage, est caché sous ces fleurs. </l>	
L'EUNUQUE, COMÉDIE.	I	III	83	PHÉDRIE	PHÉDRIE	<l id='293'>Non, non, pour ce coup-ci je dois être sans crainte : </l><l id='294'>Ce qu'en obtient Thrason marque trop de contrainte ; </l><l id='295'>Peut-être le voit-elle afin de l'épouser ; </l><l id='296'>En ce cas, c'est moi seul que je dois accuser. </l><l id='297'>Que n'ai-je découvert le fond de ma pensée ? </l><l id='298'>Dans un plus haut dessein je l'eusse intéressée ; </l><l id='299'>Elle aurait bientôt su m'assurer de sa foi, </l><l id='300'>Bannir tous ses amants, ne vivre que pour moi, </l><l id='301'>Puisque sans cet espoir tu vois qu'on me préfère. </l><l id='302'>Les deux jours expirés, je propose l'affaire ; </l><l id='303'>Il faut ouvrir son coeur, et ne point tant gauchir. </l>	
L'EUNUQUE, COMÉDIE.	I	III	84	PARMENON	PARMENON	  <l id='304' part='i'>Que diront vos parents ? </l>	
