piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ÉGLOGUE EN MUSIQUE ET EN DANSE	1	11	DORILAS	DORILAS	<l id='17'>Puis-je espérer qu'un jour tu me rendras heureux ? </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ÉGLOGUE EN MUSIQUE ET EN DANSE	1	12	CLIMÈNE et DAPHNÉ	CLIMÈNE et DAPHNÉ	<l id='18'>Voilà Flore qui nous appelle.</l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	13	__none__	__none__	Toute la troupe des Bergers et des Bergères va se placer en cadence autour de Flore.	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	14	CLIMÈNE	CLIMÈNE	<l id='19'>Quelle nouvelle parmi nous, </l><l id='20'>Déesse, doit jeter tant de réjouissance ? </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	15	DAPHNÉ	DAPHNÉ	<l id='21'>Nous brûlons d'apprendre de vous </l><l id='22'>Cette nouvelle d'importance.</l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	16	DORILAS	DORILAS	<l id='23'>D'ardeur nous en soupirons tous. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	17	CLIMÈNE et DAPHNÉ	CLIMÈNE et DAPHNÉ	<l id='24'>Nous en mourons d'impatience. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	18	FLORE	FLORE	<l id='25'>La voici, silence, silence.</l><l id='26'>Vos voeux sont exaucés, LOUIS est de retour, </l><l id='27'>Il ramène en ces lieux les Plaisirs et l'Amour, </l><l id='28'>Et vous voyez finir vos mortelles alarmes. </l><l id='29'>Par ses vastes exploits son bras voit tout soumis,</l><l id='30'>Il quitte les armes, </l><l id='31'>Faute d'ennemis. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE de BALLET	2	19	TOUS	TOUS	<l id='32'>Ah quelle douce nouvelle ! </l><l id='33'>Qu'elle est grande ! Qu'elle est belle !</l><l id='34'>Que de plaisirs ! Que de ris ! Que de jeux ! </l><l id='35'>Que de succès heureux ! </l><l id='36'>Et que le Ciel a bien rempli nos voeux ! </l><l id='37'>Ah quelle douce nouvelle ! </l><l id='38'>Qu'elle est grande ! Qu'elle est belle ! </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	20	__none__	__none__	Tous les Bergers et Bergères expriment par des danses les transports de leur joie. 	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	21	FLORE	FLORE	<l id='39'>De vos flûtes bocagères </l><l id='40'>Réveillez les plus beaux sons ;</l><l id='41'>LOUIS offre à vos chansons </l><l id='42'>La plus belle des matières. </l><l id='43'>Après cent combats, </l><l id='44'>Où cueille son bras, </l><l id='45'>Une ample victoire : </l><l id='46'>Formez entre vous </l><l id='47'>Cent combats plus doux, </l><l id='48'>Pour chanter sa gloire.</l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	22	TOUS	TOUS	<l id='49'>Formons entre nous </l><l id='50'>Cent combats plus doux,</l><l id='51'>Pour chanter sa gloire. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	23	FLORE	FLORE	<l id='52'>Mon jeune amant dans ce bois,</l><l id='53'>Des présents de mon empire </l><l id='54'>Prépare un prix à la voix,</l><l id='55'>Qui saura le mieux nous dire </l><l id='56'>Les vertus et les Exploits </l><l id='57'>Du plus Auguste des Rois. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	24	CLIMÈNE	CLIMÈNE	<l id='58'>Si Tircis a l'avantage, </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	25	DAPHNÉ	DAPHNÉ	<l id='59'>Si Dorilas est vainqueur </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	26	CLIMÈNE	CLIMÈNE	<l id='60'>À le chérir je m'engage. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	27	DAPHNÉ	DAPHNÉ	<l id='61'>Je me donne à son ardeur. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	28	TIRCIS	TIRCIS	<l id='62'>Ô très chère espérance ! </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	29	DORILAS	DORILAS	<l id='63'>Ô mot plein de douceur ! </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	30	TOUS-DEUX	TOUS DEUX	<l id='64'>Plus beau sujet, plus belle récompense</l><l id='65'>Peuvent-ils animer un coeur ? </l><didascalie>Les violons jouent un air pour animer les deux Bergers au combat, tandis que Flore comme juge va se placer au pied d'un bel arbre, avec deux Zéphirs, et que le reste comme spectateurs va occuper les deux côtés de la scène. </didascalie>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	AUTRE ENTRÉE DE BALLET	3	31	TIRCIS	TIRCIS	<l id='66'>Quand la neige fondue enfle un torrent fameux, </l><l id='67'>Contre l'effort soudain de ses flots écumeux </l><l id='68'>Il n'est rien d'assez solide ; </l><l id='69'>Digues, châteaux, villes, et bois, </l><l id='70'>Hommes, et troupeaux à la fois, </l><l id='71'>Tout cède au courant qui le guide,</l><l id='72'>Tel, et plus fier et plus rapide, </l><l id='73'>Marche LOUIS dans ses Exploits. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	4	32	DORILAS	DORILAS	<l id='74'>Le foudre menaçant, qui perce avec fureur </l><l id='75'>L'affreuse obscurité de la nue enflammée, </l><l id='76'>Fait d'épouvante et d'horreur </l><l id='77'>Trembler le plus ferme coeur : </l><l id='78'>Mais à la tête d'une armée </l><l id='79'>LOUIS jette plus de terreur. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	33	__none__	__none__	Les Bergers et Bergères su côté de Dorilas, font de même que les autres. 	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	5	34	TIRCIS	TIRCIS	<l id='80'>Des fabuleux exploits que la Grèce a chantés, </l><l id='81'>Par un brillant amas de belles vérités </l><l id='82'>Nous voyons la gloire effacée, </l><l id='83'>Et tous ces fameux demi-dieux, </l><l id='84'>Que vante l'histoire passée </l><l id='85'>Ne sont point à notre pensée </l><l id='86'>Ce que Louis est à nos yeux. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	35	__none__	__none__	Les Bergers et Bergères de son côté font encore la même chose. 	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	6	36	DORILAS	DORILAS	<l id='87'>LOUIS fait à nos temps, par ses faits inouïs, </l><l id='88'>Croire tous les beaux faits que nous chante l'histoire </l><l id='89'>Des siècles évanouis : </l><l id='90'>Mais nos neveux, dans leur gloire, </l><l id='91'>N'auront rien qui fasse croire </l><l id='92'>Tous les beaux faits de LOUIS. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	37	__none__	__none__	Les Bergères de son côté font encore de même, après quoi les deux partis se mêlent.	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	7	38	PAN	PAN	<l id='93'>Laissez, laissez, Bergers, ce dessein téméraire,</l><l id='94'>Hé, Que voulez-vous faire ? </l><l id='95'>Chanter sur vos chalumeaux,</l><l id='96'>Ce qu'Apollon sur sa lyre</l><l id='97'>Avec ses chants les plus beaux, </l><l id='98'>N'entreprendrait pas de dire ? </l><l id='99'>C'est donner trop d'essor au feu qui vous inspire, </l><l id='100'>C'est monter vers les Cieux sur des ailes de cire, </l><l id='101'>Pour tomber dans le fond des Eaux. </l><l id='102'>Pour chanter de LOUIS l'intrépide courage ; </l><l id='103'>Il n'est point d'assez docte voix, </l><l id='104'>Point de mots assez grands pour en tracer l'image ; </l><l id='105'>Le silence est le langage </l><l id='106'>Qui doit louer ses Exploits. </l><l id='107'>Consacrez d'autres soins à sa pleine Victoire ; </l><l id='108'>Vos louanges n'ont rien qui flatte ses désirs, </l><l id='109'>Laissez, laissez-là sa gloire, </l><l id='110'>Ne songez qu'à ses plaisirs. </l>	, suivi de six Faunes.
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	7	39	TOUS	TOUS	<l id='111'>Laissons, laissons là sa gloire</l><l id='112'>Ne songeons qu'à ses plaisirs. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	BALLET	7	40	FLORE	FLORE	<l id='113'>Bien que, pour étaler ses vertus immortelles</l><l id='114'>La force manque à vos esprits.</l><l id='115'>Ne laissez pas tous deux de recevoir le prix.</l><l id='116'>Dans les choses grandes et belles</l><l id='117'>Il suffit d'avoir entrepris. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	41	__none__	__none__	Les deux zéphyrs dansent avec deux couronnes de fleurs à la main, qu'ils viennent donner ensuite aux deux bergers. 	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	42	CLIMÈNE et DAPHNÉ	CLIMÈNE et DAPHNÉ	<l id='118'>Dans les choses grandes et belles </l><l id='119'>Il suffit d'avoir entrepris. </l>	, en leur donnant la main.
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	43	TIRCIS et DORILAS	TIRCIS et DORILAS	<l id='120'>Ha ! Que d'un doux succès notre audace est suivie ! </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	44	FLORE et PAN	FLORE et PAN	<l id='121'>Ce qu'on fait pour LOUIS, on ne le perd jamais. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	45	LES QUATRE AMANTS	LES QUATRE AMANTS	<l id='122'>Au soin de ses plaisirs donnons-nous désormais. </l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	46	FLORE et PAN	FLORE et PAN	<l id='123'>Heureux, heureux, qui peut lui consacrer sa vie.</l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	ENTRÉE DE BALLET	8	47	TOUS	TOUS	<l id='124'>Joignons tous dans ces bois </l><l id='125'>Nos flutes et nos voix, </l><l id='126'>Ce jour nous y convie,</l><l id='127'>Et faisons aux échos redire mille fois,</l><l id='128'>LOUIS est le plus grand des rois.</l><l id='129'>Heureux, heureux, qui peut lui consacrer sa vie.</l>	
LE MALADE IMAGINAIRE, COMÉDIE.	LE PROLOGUE	1	__none__	__none__	48	__none__	__none__	Faune, Bergers et Bergères tous se mêlent, et il se fait entre eux des jeux de danse, après quoi ils se vont préparer pour la Comédie. 	
LE MALADE IMAGINAIRE, COMÉDIE.	AUTRE PROLOGUE	2	***	10	49	BERGERE	PLAINTE DE LA BERGÈRE	<l id='130'>Votre plus haut savoir n'est que pure chimère, </l><l id='131'>Vains et peu sages médecins,</l><l id='132'>Vous ne pouvez guérir par vos grands mots Latins </l><l id='133'>La douleur qui me désespère.</l><l id='134'>Votre plus haut savoir n'est que pure chimère. </l><br/><l id='135'>Hélas ! Hélas ! Je n'ose découvrir </l><l id='136'>Mon amoureux martyre, </l><l id='137'>Au Berger pour qui je soupire, </l><l id='138'>Et qui seul peut me secourir. </l><l id='139'>Ne prétendez pas le finir, </l><l id='140'>Ignorants médecins, vous ne sauriez le faire,</l><l id='141'>Votre plus haut savoir n'est que pure chimère. </l><br/><l id='142'>Ces remèdes peu sûrs, dont le simple vulgaire </l><l id='143'>Croit que vous connaissez l'admirable vertu, </l><l id='144'>Pour les maux que je sens n'ont rien de salutaire,</l><l id='145'>Et tout votre caquet ne peut être reçu,</l><l id='146'>Que d'un MALADE IMAGINAIRE. </l><l id='147'>Votre plus haut savoir n'est que pure chimère, </l><l id='148'>Vains et peu sages, etc. </l><br/></poem><didascalie>Le théâtre change et représente une chambre où est le malade. </didascalie>	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE I	11	50	ARGAN	ARGAN	Trois et deux font cinq, et cinq font dix, et dix font vingt. Trois et deux font cinq. Plus, du vingt-quatrième, un petit clystère insinuatif, préparatif, et rémolliant, pour amollir, humecter, et rafraîchir les entrailles de Monsieur. Ce qui me plaît de Monsieur Fleurant, mon apothicaire, c'est que ses parties sont toujours fort civiles : les entrailles de Monsieur, trente sols." Oui, mais Monsieur Fleurant, ce n'est pas tout que d'être civil, il faut être aussi raisonnable, et ne pas écorcher les malades. Trente sols un lavement, e suis votre serviteur, je vous l'ai déjà dit. Vous ne me les avez mis dans les autres parties qu'à vingt sols, et vingt sols en langage d'apothicaire, c'est-à-dire dix sols ; les voilà, dix sols. Plus, dudit jour, un bon clystère détersif, composé avec catholicon double, rhubarbe, miel rosat, et autres, suivant l'ordonnance, pour balayer, laver, et nettoyer le bas-ventre de Monsieur, trente sols ; avec votre permission dix sols. Plus, dudit jour, le soir, un julep hépatique, soporatif, et somnifère, composé pour faire dormir Monsieur, trente-cinq sols ; je ne me plains pas de celui-là, car il me fit bien dormir. Dix, quinze, seize et dix-sept sols, six deniers. Plus du vingt-cinquième, une bonne médecine purgative et corroborative, composée de casse récente avec séné levantin, et autres, suivant l'ordonnance de Monsieur Purgon, pour expulser et évacuer la bile de Monsieur, quatre livres. Ah ! Monsieur Fleurant, c'est se moquer, il faut vivre avec les malades. Monsieur Purgon ne vous a pas ordonné de mettre quatre francs. Mettez, mettez trois livres, s'il vous plaît. Vingt et trente sols. Plus, dudit jour, une potion anodine et astringente, pour faire reposer Monsieur, trente sols. Bon... dix et quinze sols. Plus du vingt-sixième, un clystère carminatif, pour chasser les vents de Monsieur, trente sols. Dix sols, Monsieur Fleurant. Plus, le clystère de Monsieur réitéré le soir, comme dessus, trente sols. Monsieur Fleurant, dix sols. Plus du vingt-septième, une bonne médecine composée pour hâter d'aller, et chasser dehors les mauvaises humeurs de Monsieur, trois livres. Bon, vingt, et trente sols : je suis bien aise que vous soyez raisonnable. Plus du vingt-huitième, une prise de petit-lait clarifié, et dulcoré, pour adoucir, lénifier, tempérer, et rafraîchir le sang de Monsieur, vingt sols. Bon, dix sols. Plus une potion cordiale et préservative, composée avec douze grains de bézoard, sirops de limon et grenade, et autres, suivant l'ordonnance, cinq livres. Ah ! Monsieur Fleurant, tout doux, s'il vous plaît, si vous en usez comme cela, on ne voudra plus être malade, contentez-vous de quatre francs ; vingt et quarante sols. Trois et deux font cinq, et cinq font dix, et dix font vingt. Soixante et trois livres, quatre sols, six deniers. Si bien donc, que de ce mois j'ai pris une, deux, trois, quatre, cinq, six, sept et huit médecines ; et un, deux, trois, quatre, cinq, six, sept, huit, neuf, dix, onze et douze lavements ; et l'autre mois il y avait douze médecines, et vingt lavements. Je ne m'étonne pas si je ne me porte pas si bien ce mois-ci, que l'autre. Je le dirai à Monsieur Purgon, afin qu'il mette ordre à cela. Allons, qu'on m'ôte tout ceci, il n'y a personne ; j'ai beau dire, on me laisse toujours seul ; il n'y a pas moyen de les arrêter ici.<didascalie>Il sonne une sonnette pour faire venir ses gens.</didascalie>Ils n'entendent point, et ma sonnette ne fait pas assez de bruit. Drelin, drelin, drelin : point d'affaire. Drelin, drelin, drelin : ils sont sourds. Toinette ! Drelin, drelin, drelin : tout comme si je ne sonnais point. Chienne, coquine, drelin, drelin, drelin ; j'enrage. <didascalie>Il ne sonne plus mais il crie.</didascalie>Drelin, drelin, drelin. Carogne, à tous les diables ! Est-il possible qu'on laisse comme cela un pauvre malade tout seul ! Drelin, drelin, drelin ; voilà qui est pitoyable ! Drelin, drelin, drelin. Ah ! Mon Dieu, ils me laisseront ici mourir. Drelin, drelin, drelin. 	, seul dans sa chambre assis, une table devant lui, compte des parties d'apothicaire avec des jetons ; il fait parlant à lui-même les dialogues suivants. 
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	51	TOINETTE	TOINETTE	On y va. 	, en entrant dans la chambre.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	52	ARGAN	ARGAN	Ah ! Chienne ! Ah carogne... ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	53	TOINETTE	TOINETTE	Diantre soit fait de votre impatience, vous pressez si fort les personnes, que je me suis donné un grand coup de la tête contre la carne d'un volet. 	, faisant semblant de s'être cogné la tête.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	54	ARGAN	ARGAN	Ah ! Traîtresse... !	, en colère.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	55	TOINETTE	TOINETTE	Ha ! 	, pour l'interrompre et l'empêcher de crier, se plaint toujours, en disant.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	56	ARGAN	ARGAN	Il y a... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	57	TOINETTE	TOINETTE	Ha ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	58	ARGAN	ARGAN	Il y a une heure... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	59	TOINETTE	TOINETTE	Ha ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	60	ARGAN	ARGAN	Tu m'as laissé... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	61	TOINETTE	TOINETTE	Ha ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	62	ARGAN	ARGAN	Tais-toi donc, coquine, que je te querelle. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	63	TOINETTE	TOINETTE	Çamon, ma foi, j'en suis d'avis, après ce que je me suis fait. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	64	ARGAN	ARGAN	Tu m'as fait égosiller, carogne. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	65	TOINETTE	TOINETTE	Et vous m'avez fait, vous, casser la tête, l'un vaut bien l'autre. Quitte, à quitte, si vous voulez. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	66	ARGAN	ARGAN	Quoi, coquine... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	67	TOINETTE	TOINETTE	Si vous querellez, je pleurerai. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	68	ARGAN	ARGAN	Me laisser, traîtresse... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	69	TOINETTE	TOINETTE	Ha ! 	, toujours pour l'interrompre.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	70	ARGAN	ARGAN	Chienne, tu veux... 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	71	TOINETTE	TOINETTE	Ha ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	72	ARGAN	ARGAN	Quoi il faudra encore que je n'aie pas le plaisir de la quereller. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	73	TOINETTE	TOINETTE	Querellez tout votre soûl, je le veux bien. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	74	ARGAN	ARGAN	Tu m'en empêches, chienne, en m'interrompant à tous coups. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	75	TOINETTE	TOINETTE	Si vous avez le plaisir de quereller, il faut bien que de mon côté, j'aie le plaisir de pleurer ; chacun le sien, ce n'est pas trop. Ha ! 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	76	ARGAN	ARGAN	Allons, il faut en passer par là. Ôte-moi ceci, coquine, ôte-moi ceci. <didascalie>Argan se lève de sa chaise.</didascalie>Mon lavement d'aujourd'hui a-t-il bien opéré ? 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	77	TOINETTE	TOINETTE	Votre lavement ? 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	78	ARGAN	ARGAN	Oui. Ai-je bien fait de la bile ? 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	79	TOINETTE	TOINETTE	Ma foi ! Je ne me mêle point de ces affaires-là : c'est à Monsieur Fleurant à y mettre le nez, puisqu'il en a le profit. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	80	ARGAN	ARGAN	Qu'on ait soin de me tenir un bouillon prêt, pour l'autre que je dois tantôt prendre. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	81	TOINETTE	TOINETTE	Ce Monsieur Fleurant-là et ce Monsieur Purgon s'égayent bien sur votre corps ; ils ont en vous une bonne vache à lait ; et jevoudrais bien leur demander quel mal vous avez, pour vous faire tant de remèdes. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	82	ARGAN	ARGAN	Taisez-vous, ignorante, ce n'est pas à vous à contrôler les ordonnances de la médecine. Qu'on me fasse venir ma fille Angélique, j'ai à lui dire quelque chose. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE II	12	83	TOINETTE	TOINETTE	La voici qui vient d'elle-même : elle a deviné votre pensée. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE III	13	84	ARGAN	ARGAN	Approchez, Angélique, vous venez à propos ; je voulais vous parler. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE III	13	85	ANGÉLIQUE	ANGÉLIQUE	Me voilà prête à vous ouïr. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE III	13	86	ARGAN	ARGAN	Attendez. Donnez-moi mon bâton. Je vais revenir tout à l'heure. 	, courant au bassin.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE III	13	87	TOINETTE	TOINETTE	Allez vite, Monsieur, allez. Monsieur Fleurant nous donne des affaires. 	, en le raillant.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	88	ANGÉLIQUE	ANGÉLIQUE	Toinette. 	, la regardant d'un oeil languissant, lui dit confidemment.
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	89	TOINETTE	TOINETTE	Quoi ? 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	90	ANGÉLIQUE	ANGÉLIQUE	Regarde-moi un peu. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	91	TOINETTE	TOINETTE	Hé bien je vous regarde. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	92	ANGÉLIQUE	ANGÉLIQUE	Toinette. 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	93	TOINETTE	TOINETTE	Hé bien, quoi, Toinette ? 	
LE MALADE IMAGINAIRE, COMÉDIE.	ACTE I	3	SCÈNE IV	14	94	ANGÉLIQUE	ANGÉLIQUE	Ne devines-tu point de quoi je veux parler ? 	
