piece	acte	scene	replique	id	nom	texte	didascalie
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	11	CHRYSALDE	CHRYSALDE	<l id="103">Une femme stupide est donc votre marotte ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	12	ARNOLPHE	ARNOLPHE	<l id="104">Tant, que j'aimerais mieux une laide bien sotte</l><l id="105">Qu'une femme fort belle avec beaucoup d'esprit.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	13	CHRYSALDE	CHRYSALDE	<l id="106" part="i">L'esprit et la beauté...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	14	ARNOLPHE	ARNOLPHE	<l id="106" part="f">L'honnêteté suffit.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	15	CHRYSALDE	CHRYSALDE	<l id="107">Mais comment voulez-vous, après tout, qu'une bête</l><l id="108">Puisse jamais savoir ce que c'est qu'être honnête ?</l><l id="109">Outre qu'il est assez ennuyeux, que je crois,</l><l id="110">D'avoir toute sa vie une bête avec soi,</l><l id="111">Pensez-vous le bien prendre, et que sur votre idée</l><l id="112">La sûreté d'un front puisse être bien fondée ?</l><l id="113">Une femme d'esprit peut trahir son devoir ;</l><l id="114">Mais il faut pour le moins qu'elle ose le vouloir ;</l><l id="115">Et la stupide au sien peut manquer d'ordinaire,</l><l id="116">Sans en avoir l'envie et sans penser le faire.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	16	ARNOLPHE	ARNOLPHE	<l id="117">À ce bel argument, à ce discours profond,</l><l id="118">Ce que Pantagruel à Panurge répond :</l><l id="119">Pressez-moi de me joindre à femme autre que sotte,</l><note type="L">Patrociner : Vieux mot écorché du Latin, qui signifiait autrefois, Plaider. [F]</note><l id="120">Prêchez, patrocinez jusqu'à la pentecôte ;</l><l id="121">Vous serez ébahi, quand vous serez au bout,</l><l id="122">Que vous ne m'aurez rien persuadé du tout.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	17	CHRYSALDE	CHRYSALDE	<l id="123" part="i">Je ne vous dis plus mot.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	18	ARNOLPHE	ARNOLPHE	<l id="123" part="f">Chacun a sa méthode.</l><l id="124">En femme, comme en tout, je veux suivre ma mode.</l><l id="125">Je me vois riche assez pour pouvoir, que je crois,</l><l id="126">Choisir une moitié qui tienne tout de moi,</l><l id="127">Et de qui la soumise et pleine dépendance</l><l id="128">N'ait à me reprocher aucun bien ni naissance.</l><l id="129">Un air doux et posé, parmi d'autres enfants,</l><l id="130">M'inspira de l'amour pour elle dès quatre ans ;</l><l id="131">Sa mère se trouvant de pauvreté pressée,</l><l id="132">De la lui demander il me vint la pensée ;</l><l id="133">Et la bonne paysanne, apprenant mon désir,</l><l id="134">À s'ôter cette charge eut beaucoup de plaisir.</l><l id="135">Dans un petit couvent, loin de toute pratique,</l><l id="136">Je la fis élever selon ma politique,</l><l id="137">C'est-à-dire ordonnant quels soins on emploîrait</l><l id="138">Pour la rendre idiote autant qu'il se pourrait.</l><l id="139">Dieu merci, le succès a suivi mon attente ;</l><l id="140">Et grande, je l'ai vue à tel point innocente,</l><l id="141">Que j'ai béni le ciel d'avoir trouvé mon fait,</l><l id="142">Pour me faire une femme au gré de mon souhait.</l><l id="143">Je l'ai donc retirée ; et comme ma demeure</l><l id="144">À cent sortes de monde est ouverte à toute heure,</l><l id="145">Je l'ai mise à l'écart, comme il faut tout prévoir,</l><l id="146">Dans cette autre maison où nul ne me vient voir ;</l><l id="147">Et pour ne point gâter sa bonté naturelle,</l><l id="148">Je n'y tiens que des gens tout aussi simples qu'elle.</l><l id="149">Vous me direz : pourquoi cette narration ?</l><l id="150">C'est pour vous rendre instruit de ma précaution.</l><l id="151">Le résultat de tout est qu'en ami fidèle</l><l id="152">Ce soir je vous invite à souper avec elle ;</l><l id="153">Je veux que vous puissiez un peu l'examiner,</l><l id="154">Et voir si de mon choix on me doit condamner.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	19	CHRYSALDE	CHRYSALDE	<l id="155" part="i">J'y consens.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	20	ARNOLPHE	ARNOLPHE	<l id="155" part="f">Vous pourrez, dans cette conférence,</l><l id="156">Juger de sa personne et de son innocence.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	21	CHRYSALDE	CHRYSALDE	<l id="157">Pour cet article-là, ce que vous m'avez dit</l><l id="158" part="i">Ne peut...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	22	ARNOLPHE	ARNOLPHE	<l id="158" part="f">La vérité passe encore mon récit.</l><l id="159">Dans ses simplicités à tous coups je l'admire,</l><l id="160">Et parfois elle en dit dont je pâme de rire.</l><l id="161">L'autre jour (pourrait-on se le persuader ?),</l><l id="162">Elle était fort en peine, et me vint demander,</l><l id="163">Avec une innocence à nulle autre pareille,</l><l id="164">Si les enfants qu'on fait se faisaient par l'oreille.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	23	CHRYSALDE	CHRYSALDE	<l id="165" part="i">Je me réjouis fort, seigneur Arnolphe...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	24	ARNOLPHE	ARNOLPHE	<l id="165" part="f">Bon !</l><l id="166">Me voulez-vous toujours appeler de ce nom ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	25	CHRYSALDE	CHRYSALDE	<l id="167">Ah ! Malgré que j'en aie, il me vient à la bouche,</l><l id="168">Et jamais je ne songe à monsieur de la Souche.</l><l id="169">Qui diable vous a fait aussi vous aviser,</l><l id="170">À quarante et deux ans, de vous débaptiser,</l><l id="171">Et d'un vieux tronc pourri de votre métairie</l><l id="172">Vous faire dans le monde un nom de seigneurie ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	26	ARNOLPHE	ARNOLPHE	<l id="173">Outre que la maison par ce nom se connaît,</l><l id="174">La Souche plus qu'Arnolphe à mes oreilles plaît.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	27	CHRYSALDE	CHRYSALDE	<l id="175">Quel abus de quitter le vrai nom de ses pères</l><l id="176">Pour en vouloir prendre un bâti sur des chimères !</l><l id="177">De la plupart des gens c'est la démangeaison ;</l><l id="178">Et, sans vous embrasser dans la comparaison,</l><l id="179">Je sais un paysan qu'on appelait Gros-Pierre,</l><l id="180">Qui n'ayant pour tout bien qu'un seul quartier de terre,</l><l id="181">Y fit tout à l'entour faire un fossé bourbeux,</l><l id="182">Et de monsieur de l'Isle en prit le nom pompeux.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	28	ARNOLPHE	ARNOLPHE	<l id="183">Vous pourriez vous passer d'exemples de la sorte.</l><l id="184">Mais enfin de la Souche est le nom que je porte :</l><l id="185">J'y vois de la raison, j'y trouve des appas ;</l><l id="186">Et m'appeler de l'autre est ne m'obliger pas.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	29	CHRYSALDE	CHRYSALDE	<l id="187">Cependant la plupart ont peine à s'y soumettre,</l><l id="188">Et je vois même encore des adresses de lettre...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	30	ARNOLPHE	ARNOLPHE	<l id="189">Je le souffre aisément de qui n'est pas instruit ;</l><l id="190" part="i">Mais vous...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	31	CHRYSALDE	CHRYSALDE	<l id="190" part="f">Soit : là-dessus nous n'aurons point de bruit,</l><l id="191">Et je prendrai le soin d'accoutumer ma bouche</l><l id="192">À ne plus vous nommer que monsieur de la Souche.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	32	ARNOLPHE	ARNOLPHE	<l id="193">Adieu. Je frappe ici, pour donner le bonjour,</l><l id="194">Et dire seulement que je suis de retour.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	33	CHRYSALDE	CHRYSALDE	<l id="195">Ma foi, je le tiens fou de toutes les manières.</l>	, à part, s'en allant
L'ÉCOLE DES FEMMES, COMÉDIE.	I	I	34	ARNOLPHE	ARNOLPHE	<didascalie>Il frappe à sa porte.</didascalie><l id="199" part="i">Holà !</l>	, seul
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	35	ALAIN	ALAIN	<l id="199" part="m">Qui heurte ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	36	ARNOLPHE	ARNOLPHE	<didascalie>À part.</didascalie><l id="199" part="f">On aura, que je pense,</l><l id="200">Grande joie à me voir après dix jours d'absence.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	37	ALAIN	ALAIN	<l id="201" part="i">Qui va là ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	38	ARNOLPHE	ARNOLPHE	<l id="201" part="m">Moi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	39	ALAIN	ALAIN	<l id="201" part="m">Georgette !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	40	GEORGETTE	GEORGETTE	<l id="201" part="m">Hé bien ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	41	ALAIN	ALAIN	<l id="201" part="f">Ouvre là-bas.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	42	GEORGETTE	GEORGETTE	<l id="202" part="i">Vas-y, toi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	43	ALAIN	ALAIN	<l id="202" part="m">Vas-y, toi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	44	GEORGETTE	GEORGETTE	<l id="202" part="f">Ma foi, je n'irai pas.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	45	ALAIN	ALAIN	<l id="203" part="i">Je n'irai pas aussi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	46	ARNOLPHE	ARNOLPHE	<l id="203" part="f">Belle cérémonie</l><l id="204">Pour me laisser dehors ! Holà ho, je vous prie.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	47	GEORGETTE	GEORGETTE	<l id="205" part="i">Qui frappe ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	48	ARNOLPHE	ARNOLPHE	<l id="205" part="m">Votre maître.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	49	GEORGETTE	GEORGETTE	<l id="205" part="m">Alain !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	50	ALAIN	ALAIN	<l id="205" part="m">Quoi ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	51	GEORGETTE	GEORGETTE	<l id="205" part="f">C'est monsieur.</l><l id="206" part="i">Ouvre vite.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	52	ALAIN	ALAIN	<l id="206" part="m">Ouvre, toi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	53	GEORGETTE	GEORGETTE	<l id="206" part="f">Je souffle notre feu.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	54	ALAIN	ALAIN	<l id="207">J'empêche, peur du chat, que mon moineau ne sorte.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	55	ARNOLPHE	ARNOLPHE	<l id="208">Quiconque de vous deux n'ouvrira pas la porte</l><l id="209">N'aura point à manger de plus de quatre jours.</l><l id="210" part="i">Ha !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	56	GEORGETTE	GEORGETTE	<l id="210" part="f">Par quelle raison y venir, quand j'y cours ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	57	ALAIN	ALAIN	<l id="211">Pourquoi plutôt que moi ? Le plaisant strodagème !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	58	GEORGETTE	GEORGETTE	<l id="212" part="i">Ôte-toi donc de là.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	59	ALAIN	ALAIN	<l id="212" part="f">Non, ôte-toi, toi-même.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	60	GEORGETTE	GEORGETTE	<l id="213" part="i">Je veux ouvrir la porte.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	61	ALAIN	ALAIN	<l id="213" part="f">Et je veux l'ouvrir, moi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	62	GEORGETTE	GEORGETTE	<l id="214" part="i">Tu ne l'ouvriras pas.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	63	ALAIN	ALAIN	<l id="214" part="f">Ni toi non plus.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	64	GEORGETTE	GEORGETTE	<l id="215" part="i">Ni toi.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	65	ARNOLPHE	ARNOLPHE	<l id="215" part="f">Il faut que j'aie ici l'âme bien patiente !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	66	ALAIN	ALAIN	<l id="216" part="i">Au moins, c'est moi, monsieur.</l>	, en entrant
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	67	GEORGETTE	GEORGETTE	<l id="216" part="f">Je suis votre servante,</l><l id="217" part="i">C'est moi.</l>	, en entrant
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	68	ALAIN	ALAIN	<l id="217" part="f">Sans le respect de monsieur que voilà,</l><l id="218" part="i">Je te...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	69	ARNOLPHE	ARNOLPHE	<l id="218" part="m">Peste !</l>	, recevant un coup d'Alain
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	70	ALAIN	ALAIN	<l id="218" part="m">Pardon.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	71	ARNOLPHE	ARNOLPHE	<l id="218" part="f">Voyez ce lourdaud-là !</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	72	ALAIN	ALAIN	<l id="219" part="i">C'est elle aussi, monsieur...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	73	ARNOLPHE	ARNOLPHE	<l id="219" part="f">Que tous deux on se taise.</l><l id="220">Songez à me répondre, et laissons la fadaise.</l><l id="221">Hé bien, Alain, comment se porte-t-on ici ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	74	ALAIN	ALAIN	<didascalie>Arnolphe ôte le chapeau de dessus la tête d'Alain.</didascalie><l id="222" part='m'>Monsieur, nous nous por... </l><didascalie>Arnolphe l'ôte encore.</didascalie><l id="222" part='f'>Dieu merci,</l><l id="223" part="i">Nous nous...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	75	ARNOLPHE	ARNOLPHE	<l id="223" part="f">Qui vous apprend, impertinente bête,</l><l id="224">À parler devant moi le chapeau sur la tête ?</l>	, ôtant le chapeau d'Alain pour la troisième fois, et le jetant à terre
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	76	ALAIN	ALAIN	<l id="225" part="i">Vous faites bien, j'ai tort.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	II	77	ARNOLPHE	ARNOLPHE	<l id="225" part="f">Faites descendre Agnès.</l>	, à Alain
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	78	ARNOLPHE	ARNOLPHE	<l id="226">Lorsque je m'en allai, fut-elle triste après ?</l>	, à Georgette
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	79	GEORGETTE	GEORGETTE	<l id="227" part="i">Triste ? Non.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	80	ARNOLPHE	ARNOLPHE	<l id="227" part="m">Non ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	81	GEORGETTE	GEORGETTE	<l id="227" part="m">Si fait.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	82	ARNOLPHE	ARNOLPHE	<l id="227" part="m">Pourquoi donc... ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	III	83	GEORGETTE	GEORGETTE	<l id="227" part="f">Oui, je meure,</l><l id="228">Elle vous croyait voir de retour à toute heure ;</l><l id="229">Et nous n'oyions jamais passer devant chez nous</l><l id="230">Cheval, âne, ou mulet, qu'elle ne prît pour vous.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	84	ARNOLPHE	ARNOLPHE	<l id="231">La besogne à la main ! C'est un bon témoignage.</l><l id="232">Hé bien, Agnès, je suis de retour du voyage :</l><l id="233" part="i">En êtes-vous bien aise ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	85	AGNES	AGNÈS	<l id="233" part="f">Oui, monsieur, Dieu merci.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	86	ARNOLPHE	ARNOLPHE	<l id="234">Et moi de vous revoir je suis bien aise aussi.</l><l id="235">Vous vous êtes toujours, comme on voit, bien portée ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	87	AGNES	AGNÈS	<l id="236">Hors les puces, qui m'ont la nuit inquiétée.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	88	ARNOLPHE	ARNOLPHE	<l id="237">Ah ! Vous aurez dans peu quelqu'un pour les chasser.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	89	AGNES	AGNÈS	<l id="238" part="i">Vous me ferez plaisir.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	90	ARNOLPHE	ARNOLPHE	<l id="238" part="f">Je le puis bien penser.</l><l id="239" part="i">Que faites-vous donc là ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	91	AGNES	AGNÈS	<l id="239" part="f">Je me fais des cornettes.</l><l id="240">Vos chemises de nuit et vos coiffes sont faites.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	IV	92	ARNOLPHE	ARNOLPHE	<didascalie>Tous étant rentrés.</didascalie>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	93	ARNOLPHE	ARNOLPHE	<l id="250" part='f'>Que vois-je ? Est-ce ? ... Oui.</l><l id="251">Je me trompe. Nenni. Si fait. Non, c'est lui-même,</l><l id="252" part="i">Hor...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	94	HORACE	HORACE	<l id="252" part="m">Seigneur Ar...</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	95	ARNOLPHE	ARNOLPHE	<l id="252" part="m">Horace.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	96	HORACE	HORACE	<l id="252" part="m">Arnolphe.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	97	ARNOLPHE	ARNOLPHE	<l id="252" part="f">Ah ! Joie extrême !</l><l id="253" part="i">Et depuis quand ici ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	98	HORACE	HORACE	<l id="253" part="m">Depuis neuf jours.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	99	ARNOLPHE	ARNOLPHE	<l id="253" part="f">Vraiment ?</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	100	HORACE	HORACE	<l id="254">Je fus d'abord chez vous, mais inutilement.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	101	ARNOLPHE	ARNOLPHE	<l id="255" part="i">J'étais à la campagne.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	102	HORACE	HORACE	<l id="255" part="f">Oui, depuis deux journées.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	103	ARNOLPHE	ARNOLPHE	<l id="256">Oh ! Comme les enfants croissent en peu d'années !</l><l id="257">J'admire de le voir au point où le voilà,</l><l id="258">Après que je l'ai vu pas plus grand que cela.</l>	
L'ÉCOLE DES FEMMES, COMÉDIE.	I	VI	104	HORACE	HORACE	<l id="259" part="i">Vous voyez.</l>	
